Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1991","1991","kt","22367.505845","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1992","1992","kt","22941.054185","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1993","1993","kt","25613.596092","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1994","1994","kt","26299.040165","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1995","1995","kt","26999.691218","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1996","1996","kt","27727.944843","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1997","1997","kt","28444.489509","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1998","1998","kt","29221.672603","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","1999","1999","kt","29983.734367","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2000","2000","kt","30749.584742","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2001","2001","kt","31547.494512","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2002","2002","kt","32390.706364","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2003","2003","kt","33257.074964","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2004","2004","kt","34141.16672","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2005","2005","kt","35115.678765","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2006","2006","kt","36077.394128","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2007","2007","kt","37046.759399","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2008","2008","kt","38042.363896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2009","2009","kt","39087.390297","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2010","2010","kt","40170.648519","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2011","2011","kt","41273.806118","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2012","2012","kt","44226.587358","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2013","2013","kt","45408.001774","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2014","2014","kt","46716.577717","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2015","2015","kt","47884.315922","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2016","2016","kt","49053.116303","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2017","2017","kt","50321.92552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2018","2018","kt","51590.036712","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2019","2019","kt","52832.87803","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2020","2020","kt","54099.24126","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2021","2021","kt","55393.224196","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2022","2022","kt","56651.837054","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6988","Domestic Wastewater","2023","2023","kt","57970.998867","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1990","1990","kt","5294.80896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1991","1991","kt","5346.476962","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1992","1992","kt","5334.039374","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1993","1993","kt","5258.30206","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1994","1994","kt","5301.274172","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1995","1995","kt","5593.727955","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1996","1996","kt","5787.527177","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1997","1997","kt","6179.788934","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1998","1998","kt","5906.327005","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","1999","1999","kt","5700.427414","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2000","2000","kt","5706.437901","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2001","2001","kt","5818.509485","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2002","2002","kt","6071.691323","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2003","2003","kt","6010.624367","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2004","2004","kt","5857.457666","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2005","2005","kt","5966.290936","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2006","2006","kt","5914.152341","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2007","2007","kt","5979.738132","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2008","2008","kt","6452.76231","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2009","2009","kt","6652.843284","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2010","2010","kt","6366.712596","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2011","2011","kt","7047.428115","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2012","2012","kt","6786.712946","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2013","2013","kt","6952.256386","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2014","2014","kt","5961.730852","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2015","2015","kt","5583.290543","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2016","2016","kt","5482.311552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2017","2017","kt","5497.628898","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2018","2018","kt","5515.935059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2019","2019","kt","5515.935059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2020","2020","kt","5515.935059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2021","2021","kt","5434.070198","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2022","2022","kt","5434.070198","I","Value imputed by a receiving agency"
"GPP","Emissions from pre and post agricultural production","002","Africa","723113","Emissions (CO2eq) (AR5)","6989","Industrial Wastewater","2023","2023","kt","5434.070198","I","Value imputed by a receiving agency"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1990","1990","kt","45865.788523","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1991","1991","kt","46077.503748","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1992","1992","kt","45592.465435","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1993","1993","kt","44988.881952","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1994","1994","kt","45987.644191","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1995","1995","kt","46162.910585","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1996","1996","kt","47072.91021","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1997","1997","kt","48244.650121","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1998","1998","kt","49150.861003","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","1999","1999","kt","50436.008845","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2000","2000","kt","50751.623846","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2001","2001","kt","51476.455314","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2002","2002","kt","54250.999743","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2003","2003","kt","56277.372362","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2004","2004","kt","56231.987632","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2005","2005","kt","57990.517767","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2006","2006","kt","62343.659504","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2007","2007","kt","59726.54086","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2008","2008","kt","57848.608181","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2009","2009","kt","57879.313347","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2010","2010","kt","59681.540022","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2011","2011","kt","63226.899282","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2012","2012","kt","59474.037394","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2013","2013","kt","75137.838134","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2014","2014","kt","75520.122284","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2015","2015","kt","72916.154743","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2016","2016","kt","78392.290351","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2017","2017","kt","81305.980317","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2018","2018","kt","77323.876089","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2019","2019","kt","76888.220657","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2020","2020","kt","87504.68546","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2021","2021","kt","92685.651128","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2022","2022","kt","92685.651128","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2023","2023","kt","92685.651128","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1990","1990","kt","17500.846039","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1991","1991","kt","17082.65362","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1992","1992","kt","18095.714224","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1993","1993","kt","17248.557003","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1994","1994","kt","18951.195791","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1995","1995","kt","19083.465258","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1996","1996","kt","20829.595991","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1997","1997","kt","21974.977579","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1998","1998","kt","22184.105327","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","1999","1999","kt","22178.734668","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2000","2000","kt","22937.09679","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2001","2001","kt","23434.891198","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2002","2002","kt","22749.047964","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2003","2003","kt","23590.213318","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2004","2004","kt","24884.191209","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2005","2005","kt","26321.597174","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2006","2006","kt","25931.9814","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2007","2007","kt","30012.91057","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2008","2008","kt","30140.91211","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2009","2009","kt","27071.314454","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2010","2010","kt","32911.647287","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2011","2011","kt","33586.788815","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2012","2012","kt","35241.88043","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2013","2013","kt","35893.992512","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2014","2014","kt","35647.078172","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2015","2015","kt","34459.500788","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2016","2016","kt","33960.572316","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2017","2017","kt","33735.38098","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2018","2018","kt","32905.161841","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2019","2019","kt","35680.957522","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2020","2020","kt","37911.697671","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2021","2021","kt","38611.030177","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2022","2022","kt","39089.591618","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2023","2023","kt","32170.917211","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1990","1990","kt","72400.122111","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1991","1991","kt","76333.241751","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1992","1992","kt","63603.427283","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1993","1993","kt","57692.335639","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1994","1994","kt","56667.448285","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1995","1995","kt","101403.927502","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1996","1996","kt","102266.788212","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1997","1997","kt","114844.977488","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1998","1998","kt","114029.171379","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","1999","1999","kt","113616.536936","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2000","2000","kt","122018.030438","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2001","2001","kt","130781.42497","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2002","2002","kt","122660.383441","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2003","2003","kt","126586.821009","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2004","2004","kt","129553.190406","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2005","2005","kt","131505.388352","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2006","2006","kt","139004.707177","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2007","2007","kt","140678.688935","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2008","2008","kt","143869.69901","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2009","2009","kt","133758.216409","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2010","2010","kt","136615.075668","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2011","2011","kt","128039.897801","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2012","2012","kt","124717.740462","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2013","2013","kt","127048.225023","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2014","2014","kt","128569.73663","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2015","2015","kt","122964.101991","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2016","2016","kt","130119.91184","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2017","2017","kt","135980.383895","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2018","2018","kt","137282.498373","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2019","2019","kt","132871.491687","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2020","2020","kt","145485.415454","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","019","Americas","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2021","2021","kt","159530.018433","E","Estimated value"
